vars_selection_tab,Freq,r2,MAG,mean_rel_ab,scenario,median_present,q25_present,q75_present,median_future,q25_future,q75_future,median_change,q25_change,q75_change,median_rel_change,q25_rel_change,q75_rel_change,wilcox_p,wilcox_stat
longitude,0.1,0.298976387255494,336R_concoct_227_sub,5.8631560897946e-05,585,42.7657065151608,31.1611844998878,58.0015791468092,52.7058816243024,36.574771853618,77.9771071777091,7.23762810618993,3.35170142107598,13.3919052216982,0.155306234434348,3.35170142107598,13.3919052216982,4.53536732656641e-171,1006461
pc_conductivity_predicted,0.1,0.298976387255494,336R_concoct_227_sub,5.8631560897946e-05,585,42.7657065151608,31.1611844998878,58.0015791468092,52.7058816243024,36.574771853618,77.9771071777091,7.23762810618993,3.35170142107598,13.3919052216982,0.155306234434348,3.35170142107598,13.3919052216982,4.53536732656641e-171,1006461
pc_ph_predicted,0.9,0.298976387255494,336R_concoct_227_sub,5.8631560897946e-05,585,42.7657065151608,31.1611844998878,58.0015791468092,52.7058816243024,36.574771853618,77.9771071777091,7.23762810618993,3.35170142107598,13.3919052216982,0.155306234434348,3.35170142107598,13.3919052216982,4.53536732656641e-171,1006461
slope,0.9,0.298976387255494,336R_concoct_227_sub,5.8631560897946e-05,585,42.7657065151608,31.1611844998878,58.0015791468092,52.7058816243024,36.574771853618,77.9771071777091,7.23762810618993,3.35170142107598,13.3919052216982,0.155306234434348,3.35170142107598,13.3919052216982,4.53536732656641e-171,1006461
abs_latitude,1,0.15801633052507,336R_concoct_229,2.34739983472389e-05,126,4.99320615570442,3.22716686034471,11.2452392432569,6.30413027942015,3.91566873888208,12.8866430492079,1.05714530445866,0.613761280025196,1.90409531669782,0.216233256474679,0.613761280025196,1.90409531669782,4.71870598149253e-243,1095475
bioclim_PC1,1,0.15801633052507,336R_concoct_229,2.34739983472389e-05,126,4.99320615570442,3.22716686034471,11.2452392432569,6.30413027942015,3.91566873888208,12.8866430492079,1.05714530445866,0.613761280025196,1.90409531669782,0.216233256474679,0.613761280025196,1.90409531669782,4.71870598149253e-243,1095475
nut_din_predicted,0.1,0.15801633052507,336R_concoct_229,2.34739983472389e-05,126,4.99320615570442,3.22716686034471,11.2452392432569,6.30413027942015,3.91566873888208,12.8866430492079,1.05714530445866,0.613761280025196,1.90409531669782,0.216233256474679,0.613761280025196,1.90409531669782,4.71870598149253e-243,1095475
pc_ph_predicted,0.9,0.15801633052507,336R_concoct_229,2.34739983472389e-05,126,4.99320615570442,3.22716686034471,11.2452392432569,6.30413027942015,3.91566873888208,12.8866430492079,1.05714530445866,0.613761280025196,1.90409531669782,0.216233256474679,0.613761280025196,1.90409531669782,4.71870598149253e-243,1095475
abs_latitude,1,0.151110737640191,336R_concoct_229,2.34739983472389e-05,370,4.90215998375478,3.1331117642853,11.4674345264269,7.86335277222227,4.76563606198792,15.4119509393913,2.25281535614728,1.25999476636506,4.01274398940822,0.508581490721689,1.25999476636506,4.01274398940822,1.55199749176645e-239,1091464
bioclim_PC1,1,0.151110737640191,336R_concoct_229,2.34739983472389e-05,370,4.90215998375478,3.1331117642853,11.4674345264269,7.86335277222227,4.76563606198792,15.4119509393913,2.25281535614728,1.25999476636506,4.01274398940822,0.508581490721689,1.25999476636506,4.01274398940822,1.55199749176645e-239,1091464
nut_din_predicted,0.1,0.151110737640191,336R_concoct_229,2.34739983472389e-05,370,4.90215998375478,3.1331117642853,11.4674345264269,7.86335277222227,4.76563606198792,15.4119509393913,2.25281535614728,1.25999476636506,4.01274398940822,0.508581490721689,1.25999476636506,4.01274398940822,1.55199749176645e-239,1091464
pc_ph_predicted,0.9,0.151110737640191,336R_concoct_229,2.34739983472389e-05,370,4.90215998375478,3.1331117642853,11.4674345264269,7.86335277222227,4.76563606198792,15.4119509393913,2.25281535614728,1.25999476636506,4.01274398940822,0.508581490721689,1.25999476636506,4.01274398940822,1.55199749176645e-239,1091464
abs_latitude,1,0.15671544460529,336R_concoct_229,2.34739983472389e-05,585,4.91535119177243,3.18432291210112,11.4752594541022,8.77328781851996,5.28855030342418,16.3257662898368,2.90843050820226,1.65195757182747,4.9762698667043,0.627756378529177,1.65195757182747,4.9762698667043,2.14548708531941e-239,1091303
bioclim_PC1,1,0.15671544460529,336R_concoct_229,2.34739983472389e-05,585,4.91535119177243,3.18432291210112,11.4752594541022,8.77328781851996,5.28855030342418,16.3257662898368,2.90843050820226,1.65195757182747,4.9762698667043,0.627756378529177,1.65195757182747,4.9762698667043,2.14548708531941e-239,1091303
nut_din_predicted,0.1,0.15671544460529,336R_concoct_229,2.34739983472389e-05,585,4.91535119177243,3.18432291210112,11.4752594541022,8.77328781851996,5.28855030342418,16.3257662898368,2.90843050820226,1.65195757182747,4.9762698667043,0.627756378529177,1.65195757182747,4.9762698667043,2.14548708531941e-239,1091303
pc_ph_predicted,0.9,0.15671544460529,336R_concoct_229,2.34739983472389e-05,585,4.91535119177243,3.18432291210112,11.4752594541022,8.77328781851996,5.28855030342418,16.3257662898368,2.90843050820226,1.65195757182747,4.9762698667043,0.627756378529177,1.65195757182747,4.9762698667043,2.14548708531941e-239,1091303
abs_latitude,1,0.299070819339999,336R_concoct_237,0.000244343982390539,126,30.9282181145015,16.5217440018976,97.6077313967172,23.8290882213704,12.6316927381451,82.7577585548603,-3.97503997809049,-11.2937823228274,-1.1247425682549,-0.160597671742603,-11.2937823228274,-1.1247425682549,2.07000444762391e-159,105575
bioclim_PC1,0.4,0.299070819339999,336R_concoct_237,0.000244343982390539,126,30.9282181145015,16.5217440018976,97.6077313967172,23.8290882213704,12.6316927381451,82.7577585548603,-3.97503997809049,-11.2937823228274,-1.1247425682549,-0.160597671742603,-11.2937823228274,-1.1247425682549,2.07000444762391e-159,105575
elevation,0.5,0.299070819339999,336R_concoct_237,0.000244343982390539,126,30.9282181145015,16.5217440018976,97.6077313967172,23.8290882213704,12.6316927381451,82.7577585548603,-3.97503997809049,-11.2937823228274,-1.1247425682549,-0.160597671742603,-11.2937823228274,-1.1247425682549,2.07000444762391e-159,105575
pc_conductivity_predicted,1,0.299070819339999,336R_concoct_237,0.000244343982390539,126,30.9282181145015,16.5217440018976,97.6077313967172,23.8290882213704,12.6316927381451,82.7577585548603,-3.97503997809049,-11.2937823228274,-1.1247425682549,-0.160597671742603,-11.2937823228274,-1.1247425682549,2.07000444762391e-159,105575
pc_ph_predicted,0.1,0.299070819339999,336R_concoct_237,0.000244343982390539,126,30.9282181145015,16.5217440018976,97.6077313967172,23.8290882213704,12.6316927381451,82.7577585548603,-3.97503997809049,-11.2937823228274,-1.1247425682549,-0.160597671742603,-11.2937823228274,-1.1247425682549,2.07000444762391e-159,105575
abs_latitude,1,0.299070817733568,336R_concoct_237,0.000244343982390539,370,30.9282181145015,16.5217440018976,97.6077313967172,21.1769383845898,10.5671481321989,68.6108662222619,-6.86899919809701,-19.7837650806301,-1.75700824123011,-0.274366758538569,-19.7837650806301,-1.75700824123011,4.60141842396892e-160,104658
bioclim_PC1,0.4,0.299070817733568,336R_concoct_237,0.000244343982390539,370,30.9282181145015,16.5217440018976,97.6077313967172,21.1769383845898,10.5671481321989,68.6108662222619,-6.86899919809701,-19.7837650806301,-1.75700824123011,-0.274366758538569,-19.7837650806301,-1.75700824123011,4.60141842396892e-160,104658
elevation,0.5,0.299070817733568,336R_concoct_237,0.000244343982390539,370,30.9282181145015,16.5217440018976,97.6077313967172,21.1769383845898,10.5671481321989,68.6108662222619,-6.86899919809701,-19.7837650806301,-1.75700824123011,-0.274366758538569,-19.7837650806301,-1.75700824123011,4.60141842396892e-160,104658
pc_conductivity_predicted,1,0.299070817733568,336R_concoct_237,0.000244343982390539,370,30.9282181145015,16.5217440018976,97.6077313967172,21.1769383845898,10.5671481321989,68.6108662222619,-6.86899919809701,-19.7837650806301,-1.75700824123011,-0.274366758538569,-19.7837650806301,-1.75700824123011,4.60141842396892e-160,104658
pc_ph_predicted,0.1,0.299070817733568,336R_concoct_237,0.000244343982390539,370,30.9282181145015,16.5217440018976,97.6077313967172,21.1769383845898,10.5671481321989,68.6108662222619,-6.86899919809701,-19.7837650806301,-1.75700824123011,-0.274366758538569,-19.7837650806301,-1.75700824123011,4.60141842396892e-160,104658
abs_latitude,1,0.299070819763908,336R_concoct_237,0.000244343982390539,585,30.9282181145015,16.5217440018976,97.6077313967174,20.8433984404646,10.274548351656,63.3401609694388,-7.54835334791991,-22.1452644512609,-2.08566775306125,-0.302243050130436,-22.1452644512609,-2.08566775306125,3.45330405555352e-154,112977
bioclim_PC1,0.4,0.299070819763908,336R_concoct_237,0.000244343982390539,585,30.9282181145015,16.5217440018976,97.6077313967174,20.8433984404646,10.274548351656,63.3401609694388,-7.54835334791991,-22.1452644512609,-2.08566775306125,-0.302243050130436,-22.1452644512609,-2.08566775306125,3.45330405555352e-154,112977
elevation,0.5,0.299070819763908,336R_concoct_237,0.000244343982390539,585,30.9282181145015,16.5217440018976,97.6077313967174,20.8433984404646,10.274548351656,63.3401609694388,-7.54835334791991,-22.1452644512609,-2.08566775306125,-0.302243050130436,-22.1452644512609,-2.08566775306125,3.45330405555352e-154,112977
pc_conductivity_predicted,1,0.299070819763908,336R_concoct_237,0.000244343982390539,585,30.9282181145015,16.5217440018976,97.6077313967174,20.8433984404646,10.274548351656,63.3401609694388,-7.54835334791991,-22.1452644512609,-2.08566775306125,-0.302243050130436,-22.1452644512609,-2.08566775306125,3.45330405555352e-154,112977
pc_ph_predicted,0.1,0.299070819763908,336R_concoct_237,0.000244343982390539,585,30.9282181145015,16.5217440018976,97.6077313967174,20.8433984404646,10.274548351656,63.3401609694388,-7.54835334791991,-22.1452644512609,-2.08566775306125,-0.302243050130436,-22.1452644512609,-2.08566775306125,3.45330405555352e-154,112977
